epoch,lr-Adam,step,train_loss,val_loss
55,,559,0.4434505105018616,
,4.063687117728672e-05,560,,
56,,569,,0.427303671836853
56,,569,0.44182541966438293,
,3.909892864637989e-05,570,,
57,,579,0.4408789277076721,
,3.7571749091193104e-05,580,,
58,,589,0.4398217797279358,
,3.605683965356876e-05,590,,
59,,599,,0.4266384243965149
59,,599,0.4382198452949524,
,3.455569536622454e-05,600,,
60,,609,0.43793031573295593,
,3.306979767733668e-05,610,,
61,,619,0.438631147146225,
,3.160061298852956e-05,620,,
62,,629,,0.4254250228404999
62,,629,0.4378610849380493,
,3.0149591207714158e-05,630,,
63,,639,0.4362277686595917,
,2.871816431820421e-05,640,,
64,,649,0.43472275137901306,
,2.7307744965521377e-05,650,,
65,,659,,0.420265793800354
65,,659,0.43349897861480713,
,2.5919725063284752e-05,660,,
66,,669,0.43399399518966675,
,2.45554744195602e-05,670,,
67,,679,0.43290793895721436,
,2.3216339385025067e-05,680,,
68,,689,,0.41998445987701416
68,,689,0.43359804153442383,
,2.1903641524282742e-05,690,,
69,,699,0.4333944022655487,
,2.0618676311637828e-05,700,,
70,,709,0.43225613236427307,
,1.936271185261945e-05,710,,
71,,719,,0.4150417149066925
71,,719,0.4311545789241791,
,1.813698763251427e-05,720,,
72,,729,0.43128442764282227,
,1.6942713293144048e-05,730,,
73,,739,0.43059295415878296,
,1.5781067439095222e-05,740,,
74,,749,,0.4203920364379883
74,,749,0.4303489327430725,
,1.4653196474578574e-05,750,,
75,,759,0.4295008182525635,
,1.3560213472066554e-05,760,,
76,,769,0.42920130491256714,
,1.2503197073825184e-05,770,,
77,,779,,0.42107412219047546
77,,779,0.429304838180542,
,1.1483190427424433e-05,780,,
78,,789,0.4290335476398468,
,1.0501200156277367e-05,790,,
79,,799,0.4277457296848297,
,9.558195366224516e-06,800,,
80,,809,,0.41827332973480225
80,,809,0.42854732275009155,
,8.655106689143295e-06,810,,
81,,819,0.42752084136009216,
,7.792825364526774e-06,820,,
82,,829,0.42706578969955444,
,6.972202359937838e-06,830,,
83,,839,,0.41784045100212097
83,,839,0.42798495292663574,
,6.194047531207045e-06,840,,
84,,849,0.42658621072769165,
,5.459128823202557e-06,850,,
85,,859,0.4271077811717987,
,4.768171511961366e-06,860,,
86,,869,,0.41694560647010803
86,,869,0.4259362816810608,
,4.1218574889293775e-06,870,,
87,,879,0.42762497067451477,
,3.5208245880168768e-06,880,,
88,,889,0.4259001910686493,
,2.965665956133501e-06,890,,
89,,899,,0.4154415428638458
89,,899,0.4264663755893707,
,2.456929467823801e-06,900,,
90,,909,0.4258610010147095,
,1.995117184581238e-06,910,,
91,,919,0.42667850852012634,
,1.5806848593740957e-06,920,,
92,,929,,0.4162105917930603
92,,929,0.42724958062171936,
,1.2140414868723282e-06,930,,
93,,939,0.4259248673915863,
,8.95548899819208e-07,940,,
94,,949,0.4256032109260559,
,6.255214119460932e-07,950,,
95,,959,,0.41515806317329407
95,,959,0.42644011974334717,
,4.0422550778268446e-07,960,,
96,,969,0.425693541765213,
,2.3187957966901576e-07,970,,
97,,979,0.42549049854278564,
,1.0865371222856348e-07,980,,
98,,989,,0.41646304726600647
98,,989,0.4268711805343628,
,3.4669514515248675e-08,990,,
99,,999,0.4260394871234894,
,1e-08,1000,,
100,,1009,0.427273690700531,
,3.466951451524866e-08,1010,,
101,,1019,,0.41575372219085693
101,,1019,0.426286906003952,
,1.0865371222856343e-07,1020,,
102,,1029,0.42612385749816895,
,2.3187957966901562e-07,1030,,
103,,1039,0.425881952047348,
,4.042255077826787e-07,1040,,
104,,1049,,0.41619035601615906
104,,1049,0.4267320930957794,
,6.255214119460874e-07,1050,,
105,,1059,0.4271180331707001,
,8.955488998192132e-07,1060,,
106,,1069,0.42633363604545593,
,1.2140414868723223e-06,1070,,
107,,1079,,0.41563206911087036
107,,1079,0.4261734187602997,
,1.580684859374084e-06,1080,,
108,,1089,0.4263787567615509,
,1.9951171845812262e-06,1090,,
109,,1099,0.4262789785861969,
,2.4569294678237937e-06,1100,,
110,,1109,,0.41894176602363586
110,,1109,0.42545637488365173,
,2.9656659561334987e-06,1110,,
111,,1119,0.42645663022994995,
,3.5208245880168687e-06,1120,,
112,,1129,0.42585912346839905,
,4.121857488929357e-06,1130,,
113,,1139,,0.41539013385772705
113,,1139,0.42536258697509766,
,4.768171511961345e-06,1140,,
114,,1149,0.4263114631175995,
,5.459128823202557e-06,1150,,
115,,1159,0.4251478910446167,
,6.194047531207044e-06,1160,,
116,,1169,,0.4152531325817108
116,,1169,0.4262916147708893,
,6.972202359937835e-06,1170,,
117,,1179,0.42523521184921265,
,7.792825364526749e-06,1180,,
118,,1189,0.4242393672466278,
,8.655106689143268e-06,1190,,
119,,1199,,0.4150419235229492
119,,1199,0.42469024658203125,
,9.558195366224484e-06,1200,,
120,,1209,0.4249802231788635,
,1.050120015627736e-05,1210,,
121,,1219,0.4263094961643219,
,1.1483190427424414e-05,1220,,
122,,1229,,0.41422873735427856
122,,1229,0.42434248328208923,
,1.2503197073825165e-05,1230,,
123,,1239,0.4236239790916443,
,1.3560213472066517e-05,1240,,
124,,1249,0.42564091086387634,
,1.4653196474578535e-05,1250,,
125,,1259,,0.4163137972354889
125,,1259,0.4237995445728302,
,1.578106743909521e-05,1260,,
126,,1269,0.4232686758041382,
,1.6942713293144017e-05,1270,,
127,,1279,0.42333725094795227,
,1.813698763251426e-05,1280,,
128,,1289,,0.41648057103157043
128,,1289,0.42245492339134216,
,1.9362711852619435e-05,1290,,
129,,1299,0.4231164753437042,
,2.0618676311637794e-05,1300,,
130,,1309,0.42269906401634216,
,2.190364152428271e-05,1310,,
131,,1319,,0.41426563262939453
131,,1319,0.42158567905426025,
,2.3216339385025074e-05,1320,,
132,,1329,0.4213230311870575,
,2.455547441956019e-05,1330,,
133,,1339,0.42323294281959534,
,2.5919725063284742e-05,1340,,
134,,1349,,0.4076905846595764
134,,1349,0.42143794894218445,
,2.7307744965521344e-05,1350,,
135,,1359,0.42113471031188965,
,2.871816431820421e-05,1360,,
136,,1369,0.4204529821872711,
,3.014959120771415e-05,1370,,
137,,1379,,0.4063716232776642
137,,1379,0.41860827803611755,
,3.1600612988529526e-05,1380,,
138,,1389,0.4191165566444397,
,3.306979767733665e-05,1390,,
139,,1399,0.4190954864025116,
,3.4555695366224485e-05,1400,,
140,,1409,,0.40638425946235657
140,,1409,0.41836807131767273,
,3.605683965356871e-05,1410,,
141,,1419,0.4166925251483917,
,3.75717490911931e-05,1420,,
142,,1429,0.41634953022003174,
,3.909892864637986e-05,1430,,
143,,1439,,0.40355321764945984
143,,1439,0.4161671996116638,
,4.063687117728669e-05,1440,,
144,,1449,0.41473591327667236,
,4.2184058920313644e-05,1450,,
145,,1459,0.41563084721565247,
,4.373896498795258e-05,1460,,
146,,1469,,0.4156840443611145
146,,1469,0.4133433401584625,
,4.530005487564088e-05,1470,,
147,,1479,0.41299381852149963,
,4.686578797613197e-05,1480,,
148,,1489,0.4125116169452667,
,4.843461909988896e-05,1490,,
149,,1499,,0.39666733145713806
149,,1499,0.41135838627815247,
,5.000499999999997e-05,1500,,
150,,1509,0.41118699312210083,
,5.1575380900110986e-05,1510,,
151,,1519,0.409621000289917,
,5.314421202386798e-05,1520,,
152,,1529,,0.3938075602054596
152,,1529,0.4081992506980896,
,5.470994512435912e-05,1530,,
153,,1539,0.4076272249221802,
,5.6271035012047376e-05,1540,,
154,,1549,0.40669599175453186,
,5.782594107968632e-05,1550,,
155,,1559,,0.3941230773925781
155,,1559,0.40683141350746155,
,5.937312882271328e-05,1560,,
156,,1569,0.40571290254592896,
,6.0911071353620115e-05,1570,,
157,,1579,0.4038708806037903,
,6.24382509088069e-05,1580,,
158,,1589,,0.393087238073349
158,,1589,0.4023066461086273,
,6.395316034643124e-05,1590,,
159,,1599,0.40294668078422546,
,6.545430463377547e-05,1600,,
160,,1609,0.4010485112667084,
,6.694020232266331e-05,1610,,
161,,1619,,0.3910978138446808
161,,1619,0.3985269367694855,
,6.840938701147043e-05,1620,,
162,,1629,0.39858394861221313,
,6.98604087922858e-05,1630,,
163,,1639,0.3966474235057831,
,7.129183568179574e-05,1640,,
164,,1649,,0.3774873912334442
164,,1649,0.3957189917564392,
,7.270225503447857e-05,1650,,
165,,1659,0.3949834406375885,
,7.409027493671526e-05,1660,,
166,,1669,0.3956887125968933,
,7.545452558043982e-05,1670,,
167,,1679,,0.37935754656791687
167,,1679,0.3926979601383209,
,7.679366061497495e-05,1680,,
168,,1689,0.39217111468315125,
,7.810635847571728e-05,1690,,
169,,1699,0.3923841416835785,
,7.939132368836219e-05,1700,,
170,,1709,,0.38247203826904297
170,,1709,0.3890475332736969,
,8.064728814738055e-05,1710,,
171,,1719,0.38867321610450745,
,8.187301236748573e-05,1720,,
172,,1729,0.3859453797340393,
,8.306728670685597e-05,1730,,
173,,1739,,0.3698831796646118
173,,1739,0.3856689929962158,
,8.422893256090475e-05,1740,,
174,,1749,0.3829714357852936,
,8.53568035254214e-05,1750,,
175,,1759,0.3821006417274475,
,8.644978652793345e-05,1760,,
176,,1769,,0.3688904345035553
176,,1769,0.37870657444000244,
,8.750680292617482e-05,1770,,
177,,1779,0.3782581686973572,
,8.852680957257559e-05,1780,,
178,,1789,0.37628138065338135,
,8.950879984372262e-05,1790,,
179,,1799,,0.37333816289901733
179,,1799,0.37578773498535156,
,9.04518046337755e-05,1800,,
180,,1809,0.3745940327644348,
,9.13548933108567e-05,1810,,
181,,1819,0.373537540435791,
,9.221717463547324e-05,1820,,
182,,1829,,0.3730732202529907
182,,1829,0.3707972764968872,
,9.303779764006215e-05,1830,,
183,,1839,0.36946365237236023,
,9.381595246879295e-05,1840,,
184,,1849,0.3712536096572876,
,9.455087117679746e-05,1850,,
185,,1859,,0.35901787877082825
185,,1859,0.3682578206062317,
,9.524182848803865e-05,1860,,
186,,1869,0.3649783730506897,
,9.588814251107065e-05,1870,,
187,,1879,0.36554813385009766,
,9.648917541198313e-05,1880,,
188,,1889,,0.3493537902832031
188,,1889,0.3633565902709961,
,9.704433404386652e-05,1890,,
189,,1899,0.36271220445632935,
,9.755307053217622e-05,1900,,
190,,1909,0.3588356375694275,
,9.801488281541878e-05,1910,,
191,,1919,,0.35459810495376587
191,,1919,0.3586995601654053,
,9.842931514062593e-05,1920,,
192,,1929,0.3558270037174225,
,9.879595851312768e-05,1930,,
193,,1939,0.35355037450790405,
,9.911445110018081e-05,1940,,
194,,1949,,0.35862821340560913
194,,1949,0.35221436619758606,
,9.938447858805392e-05,1950,,
195,,1959,0.35055193305015564,
,9.960577449221731e-05,1960,,
196,,1969,0.3508986234664917,
,9.9778120420331e-05,1970,,
197,,1979,,0.3400726914405823
197,,1979,0.35080263018608093,
,9.990134628777145e-05,1980,,
198,,1989,0.3499012589454651,
,9.997533048548475e-05,1990,,
199,,1999,0.34488463401794434,
,0.0001,2000,,
200,,2009,,0.335391640663147
200,,2009,0.34436801075935364,
,9.997533048548475e-05,2010,,
201,,2019,0.34196391701698303,
,9.990134628777144e-05,2020,,
202,,2029,0.34247103333473206,
,9.9778120420331e-05,2030,,
203,,2039,,0.3346494138240814
203,,2039,0.3384931981563568,
,9.960577449221734e-05,2040,,
204,,2049,0.338413268327713,
,9.938447858805392e-05,2050,,
205,,2059,0.33858203887939453,
,9.911445110018081e-05,2060,,
206,,2069,,0.3280402719974518
206,,2069,0.33709168434143066,
,9.87959585131277e-05,2070,,
207,,2079,0.3334580659866333,
,9.842931514062592e-05,2080,,
208,,2089,0.3321830928325653,
,9.801488281541878e-05,2090,,
209,,2099,,0.32490429282188416
209,,2099,0.33182913064956665,
,9.755307053217622e-05,2100,,
210,,2109,0.3309178054332733,
,9.704433404386652e-05,2110,,
211,,2119,0.32845738530158997,
,9.648917541198313e-05,2120,,
212,,2129,,0.3191533386707306
212,,2129,0.326621413230896,
,9.588814251107064e-05,2130,,
213,,2139,0.32327526807785034,
,9.524182848803866e-05,2140,,
214,,2149,0.3241139352321625,
,9.455087117679747e-05,2150,,
215,,2159,,0.3146045506000519
215,,2159,0.32187819480895996,
,9.381595246879299e-05,2160,,
216,,2169,0.3206133246421814,
,9.303779764006219e-05,2170,,
217,,2179,0.31928542256355286,
,9.221717463547328e-05,2180,,
218,,2189,,0.31323277950286865
218,,2189,0.3192276358604431,
,9.135489331085672e-05,2190,,
219,,2199,0.31630954146385193,
,9.04518046337755e-05,2200,,
220,,2209,0.3144572675228119,
,8.950879984372262e-05,2210,,
221,,2219,,0.31374257802963257
221,,2219,0.31331631541252136,
,8.852680957257556e-05,2220,,
222,,2229,0.31178149580955505,
,8.750680292617482e-05,2230,,
223,,2239,0.3105226457118988,
,8.644978652793347e-05,2240,,
224,,2249,,0.30758026242256165
224,,2249,0.30982068181037903,
,8.535680352542144e-05,2250,,
225,,2259,0.30889683961868286,
,8.422893256090481e-05,2260,,
226,,2269,0.3074457049369812,
,8.306728670685599e-05,2270,,
227,,2279,,0.3060280680656433
227,,2279,0.305057555437088,
,8.187301236748576e-05,2280,,
228,,2289,0.3040756285190582,
,8.064728814738059e-05,2290,,
229,,2299,0.3026800751686096,
,7.939132368836216e-05,2300,,
230,,2309,,0.3062528371810913
230,,2309,0.3022075891494751,
,7.810635847571725e-05,2310,,
231,,2319,0.2995779812335968,
,7.679366061497492e-05,2320,,
232,,2329,0.3001318573951721,
,7.54545255804398e-05,2330,,
233,,2339,,0.30309680104255676
233,,2339,0.29959020018577576,
,7.409027493671526e-05,2340,,
234,,2349,0.2979408800601959,
,7.270225503447864e-05,2350,,
235,,2359,0.2957993447780609,
,7.129183568179582e-05,2360,,
236,,2369,,0.30342376232147217
236,,2369,0.29461178183555603,
,6.986040879228588e-05,2370,,
237,,2379,0.29355210065841675,
,6.840938701147052e-05,2380,,
238,,2389,0.2931549847126007,
,6.694020232266339e-05,2390,,
239,,2399,,0.2913215458393097
239,,2399,0.29253870248794556,
,6.545430463377556e-05,2400,,
240,,2409,0.2913690507411957,
,6.395316034643126e-05,2410,,
241,,2419,0.2913111448287964,
,6.243825090880692e-05,2420,,
242,,2429,,0.3073340952396393
242,,2429,0.2897120714187622,
,6.091107135362016e-05,2430,,
243,,2439,0.28858035802841187,
,5.937312882271333e-05,2440,,
244,,2449,0.2880910634994507,
,5.782594107968637e-05,2450,,
245,,2459,,0.2976842522621155
245,,2459,0.2871272563934326,
,5.6271035012047424e-05,2460,,
246,,2469,0.2849810719490051,
,5.470994512435917e-05,2470,,
247,,2479,0.28373172879219055,
,5.314421202386807e-05,2480,,
248,,2489,,0.2916412353515625
248,,2489,0.2824260890483856,
,5.1575380900111094e-05,2490,,
249,,2499,0.2822788655757904,
,5.000500000000007e-05,2500,,
250,,2509,0.2809223234653473,
,4.8434619099888967e-05,2510,,
251,,2519,,0.28256452083587646
251,,2519,0.2803702652454376,
,4.686578797613198e-05,2520,,
252,,2529,0.28116050362586975,
,4.5300054875640886e-05,2530,,
253,,2539,0.2792224884033203,
,4.373896498795262e-05,2540,,
254,,2549,,0.29412558674812317
254,,2549,0.2785896956920624,
,4.2184058920313644e-05,2550,,
255,,2559,0.27981624007225037,
,4.063687117728669e-05,2560,,
256,,2569,0.27879661321640015,
,3.909892864637986e-05,2570,,
257,,2579,,0.28769344091415405
257,,2579,0.27667713165283203,
,3.757174909119309e-05,2580,,
258,,2589,0.2758875787258148,
,3.605683965356875e-05,2590,,
259,,2599,0.27593642473220825,
,3.455569536622453e-05,2600,,
260,,2609,,0.28047975897789
260,,2609,0.2758976221084595,
,3.306979767733669e-05,2610,,
261,,2619,0.274715393781662,
,3.1600612988529574e-05,2620,,
262,,2629,0.2734224796295166,
,3.0149591207714117e-05,2630,,
263,,2639,,0.2882882356643677
263,,2639,0.27375146746635437,
,2.8718164318204173e-05,2640,,
264,,2649,0.2722586989402771,
,2.7307744965521347e-05,2650,,
265,,2659,0.27147048711776733,
,2.591972506328474e-05,2660,,
266,,2669,,0.28441131114959717
266,,2669,0.2717039883136749,
,2.4555474419560194e-05,2670,,
267,,2679,0.27154541015625,
,2.3216339385025077e-05,2680,,
268,,2689,0.27050265669822693,
,2.1903641524282752e-05,2690,,
269,,2699,,0.2789727747440338
269,,2699,0.270458459854126,
,2.061867631163783e-05,2700,,
270,,2709,0.26955124735832214,
,1.936271185261948e-05,2710,,
271,,2719,0.2685626745223999,
,1.8136987632514234e-05,2720,,
272,,2729,,0.2820400893688202
272,,2729,0.2682135999202728,
,1.6942713293144003e-05,2730,,
273,,2739,0.2698393762111664,
,1.57810674390952e-05,2740,,
274,,2749,0.2674975097179413,
,1.4653196474578548e-05,2750,,
275,,2759,,0.28431448340415955
275,,2759,0.26762738823890686,
,1.3560213472066528e-05,2760,,
276,,2769,0.26800593733787537,
,1.2503197073825175e-05,2770,,
277,,2779,0.2680441737174988,
,1.1483190427424423e-05,2780,,
278,,2789,,0.2818450629711151
278,,2789,0.26716944575309753,
,1.0501200156277369e-05,2790,,
279,,2799,0.26831796765327454,
,9.55819536622452e-06,2800,,
280,,2809,0.2680211663246155,
,8.655106689143303e-06,2810,,
281,,2819,,0.2809291481971741
281,,2819,0.2684393525123596,
,7.792825364526778e-06,2820,,
282,,2829,0.26762768626213074,
,6.97220235993782e-06,2830,,
283,,2839,0.26734456419944763,
,6.194047531207028e-06,2840,,
284,,2849,,0.2780740559101105
284,,2849,0.2660209536552429,
,5.459128823202539e-06,2850,,
285,,2859,0.26498541235923767,
,4.7681715119613485e-06,2860,,
286,,2869,0.2657940685749054,
,4.12185748892936e-06,2870,,
287,,2879,,0.28142574429512024
287,,2879,0.2657569646835327,
,3.52082458801687e-06,2880,,
288,,2889,0.2655353248119354,
,2.9656659561335e-06,2890,,
289,,2899,0.2678408622741699,
,2.456929467823806e-06,2900,,
290,,2909,,0.2793181240558624
290,,2909,0.2661873996257782,
,1.995117184581238e-06,2910,,
291,,2919,0.2655268907546997,
,1.5806848593740957e-06,2920,,
292,,2929,0.26609471440315247,
,1.2140414868723337e-06,2930,,
293,,2939,,0.2798669934272766
293,,2939,0.26552823185920715,
,8.955488998192024e-07,2940,,
294,,2949,0.2667481601238251,
,6.255214119460876e-07,2950,,
295,,2959,0.26440396904945374,
,4.042255077826789e-07,2960,,
296,,2969,,0.277976393699646
296,,2969,0.2652778625488281,
,2.3187957966901576e-07,2970,,
297,,2979,0.266696959733963,
,1.0865371222856348e-07,2980,,
298,,2989,0.26592737436294556,
,3.4669514515248675e-08,2990,,
299,,2999,,0.2789928913116455
299,,2999,0.26685741543769836,
,1e-08,3000,,
300,,3009,0.26695162057876587,
,3.466951451524866e-08,3010,,
301,,3019,0.26510605216026306,
,1.0865371222856343e-07,3020,,
302,,3029,,0.2786238491535187
302,,3029,0.2669415771961212,
,2.3187957966901012e-07,3030,,
303,,3039,0.26586171984672546,
,4.042255077826732e-07,3040,,
304,,3049,0.2660676836967468,
,6.255214119460929e-07,3050,,
305,,3059,,0.27978670597076416
305,,3059,0.2651262879371643,
,8.955488998192131e-07,3060,,
306,,3069,0.2662845253944397,
,1.2140414868723278e-06,3070,,
307,,3079,0.2640995979309082,
,1.5806848593740895e-06,3080,,
308,,3089,,0.27919676899909973
308,,3089,0.2672424018383026,
,1.9951171845812262e-06,3090,,
309,,3099,0.2670254111289978,
,2.4569294678237937e-06,3100,,
310,,3109,0.2662777304649353,
,2.9656659561334873e-06,3110,,
311,,3119,,0.2794151306152344
311,,3119,0.26636621356010437,
,3.520824588016857e-06,3120,,
312,,3129,0.2652643024921417,
,4.121857488929346e-06,3130,,
313,,3139,0.26552334427833557,
,4.768171511961329e-06,3140,,
314,,3149,,0.279452919960022
314,,3149,0.26354730129241943,
,5.459128823202558e-06,3150,,
315,,3159,0.26656702160835266,
,6.1940475312070446e-06,3160,,
316,,3169,0.26527658104896545,
,6.972202359937841e-06,3170,,
317,,3179,,0.27810195088386536
317,,3179,0.265036016702652,
,7.792825364526754e-06,3180,,
318,,3189,0.26493075489997864,
,8.655106689143274e-06,3190,,
319,,3199,0.2652668058872223,
,9.558195366224489e-06,3200,,
320,,3209,,0.2775331437587738
320,,3209,0.2668992877006531,
,1.0501200156277339e-05,3210,,
321,,3219,0.26563313603401184,
,1.148319042742439e-05,3220,,
322,,3229,0.264580100774765,
,1.2503197073825141e-05,3230,,
323,,3239,,0.27879980206489563
323,,3239,0.26469576358795166,
,1.3560213472066486e-05,3240,,
324,,3249,0.26621583104133606,
,1.4653196474578506e-05,3250,,
325,,3259,0.2652941048145294,
,1.5781067439095158e-05,3260,,
326,,3269,,0.27955955266952515
326,,3269,0.26338183879852295,
,1.6942713293144027e-05,3270,,
327,,3279,0.2653278112411499,
,1.813698763251419e-05,3280,,
328,,3289,0.26448389887809753,
,1.9362711852619428e-05,3290,,
329,,3299,,0.2784687280654907
329,,3299,0.2653367519378662,
,2.0618676311637713e-05,3300,,
330,,3309,0.2643929123878479,
,2.1903641524282705e-05,3310,,
331,,3319,0.2640801966190338,
,2.3216339385025104e-05,3320,,
332,,3329,,0.27943846583366394
332,,3329,0.26271340250968933,
,2.4555474419560143e-05,3330,,
333,,3339,0.2623399794101715,
,2.5919725063284766e-05,3340,,
334,,3349,0.2619273066520691,
,2.7307744965521293e-05,3350,,
335,,3359,,0.2745817303657532
335,,3359,0.2632327973842621,
,2.8718164318204197e-05,3360,,
336,,3369,0.262624055147171,
,3.014959120771406e-05,3370,,
337,,3379,0.2627969980239868,
,3.1600612988529506e-05,3380,,
338,,3389,,0.2782885432243347
338,,3389,0.26197731494903564,
,3.306979767733655e-05,3390,,
339,,3399,0.2606435716152191,
,3.4555695366224464e-05,3400,,
340,,3409,0.2601197063922882,
,3.60568396535686e-05,3410,,
341,,3419,,0.2738286554813385
341,,3419,0.2602570056915283,
,3.7571749091193036e-05,3420,,
342,,3429,0.2606637477874756,
,3.9098928646379884e-05,3430,,
343,,3439,0.2595091760158539,
,4.0636871177286636e-05,3440,,
344,,3449,,0.2746806740760803
344,,3449,0.2606503367424011,
,4.218405892031368e-05,3450,,
345,,3459,0.2592836916446686,
,4.3738964987952535e-05,3460,,
346,,3469,0.25941163301467896,
,4.530005487564088e-05,3470,,
347,,3479,,0.2670978307723999
347,,3479,0.258124977350235,
,4.686578797613188e-05,3480,,
348,,3489,0.2586885094642639,
,4.843461909988896e-05,3490,,
349,,3499,0.2572144865989685,
,5.0004999999999885e-05,3500,,
350,,3509,,0.26810789108276367
350,,3509,0.2565726637840271,
,5.1575380900110986e-05,3510,,
351,,3519,0.25516748428344727,
,5.314421202386798e-05,3520,,
352,,3529,0.25541022419929504,
,5.470994512435907e-05,3530,,
353,,3539,,0.2700144052505493
353,,3539,0.2531511187553406,
,5.627103501204742e-05,3540,,
354,,3549,0.2557624876499176,
,5.7825941079686275e-05,3550,,
355,,3559,0.257277250289917,
,5.937312882271331e-05,3560,,
356,,3569,,0.26905643939971924
356,,3569,0.2542096972465515,
,6.091107135362007e-05,3570,,
357,,3579,0.2521882653236389,
,6.24382509088069e-05,3580,,
358,,3589,0.2521826922893524,
,6.395316034643116e-05,3590,,
359,,3599,,0.26050204038619995
359,,3599,0.24981607496738434,
,6.545430463377548e-05,3600,,
360,,3609,0.2527601718902588,
,6.694020232266332e-05,3610,,
361,,3619,0.2497420608997345,
,6.840938701147045e-05,3620,,
362,,3629,,0.25977855920791626
362,,3629,0.24938589334487915,
,6.986040879228591e-05,3630,,
363,,3639,0.24900472164154053,
,7.129183568179577e-05,3640,,
364,,3649,0.24768827855587006,
,7.270225503447868e-05,3650,,
365,,3659,,0.267992228269577
365,,3659,0.24569213390350342,
,7.40902749367152e-05,3660,,
366,,3669,0.24584273993968964,
,7.545452558043982e-05,3670,,
367,,3679,0.24417364597320557,
,7.679366061497485e-05,3680,,
368,,3689,,0.25857460498809814
