epoch,lr-Adam,step,train_loss,val_loss
86,,1304,0.01796378754079342,
,2.4569294678238543e-06,1305,,
87,,1319,0.017600614577531815,
,1.1025107013134234e-06,1320,,
88,,1334,0.01744682341814041,
,2.8387784106317693e-07,1335,,
89,,1349,,0.02888367883861065
89,,1349,0.017620183527469635,
,1e-08,1350,,
90,,1364,0.017223302274942398,
,2.8387784106317693e-07,1365,,
91,,1379,0.017255492508411407,
,1.102510701313379e-06,1380,,
92,,1394,,0.02900608628988266
92,,1394,0.0171503983438015,
,2.4569294678237937e-06,1395,,
93,,1409,0.017420411109924316,
,4.332294845158176e-06,1410,,
94,,1424,0.017362654209136963,
,6.70805993779701e-06,1425,,
95,,1439,,0.029262805357575417
95,,1439,0.017532164230942726,
,9.558195366224492e-06,1440,,
96,,1454,0.017181025817990303,
,1.2851474450257627e-05,1455,,
97,,1469,0.017256401479244232,
,1.6551815335088854e-05,1470,,
98,,1484,,0.02997082658112049
98,,1484,0.017211364582180977,
,2.0618676311637794e-05,1485,,
99,,1499,0.017309783026576042,
,2.5007500000000018e-05,1500,,
100,,1514,0.01741110160946846,
,2.9670201529425332e-05,1515,,
101,,1529,,0.030107498168945312
101,,1529,0.0170919056981802,
,3.455569536622449e-05,1530,,
102,,1544,0.017407912760972977,
,3.9610455017566054e-05,1545,,
103,,1559,0.017156284302473068,
,4.4779099478933716e-05,1560,,
104,,1574,,0.02537870965898037
104,,1574,0.01696915179491043,
,5.000499999999999e-05,1575,,
105,,1589,0.017307143658399582,
,5.523090052106635e-05,1590,,
106,,1604,0.017324883490800858,
,6.039954498243384e-05,1605,,
107,,1619,,0.02481270767748356
107,,1619,0.016955316066741943,
,6.545430463377548e-05,1620,,
108,,1634,0.01657465659081936,
,7.033979847057456e-05,1635,,
109,,1649,0.016754087060689926,
,7.500250000000003e-05,1650,,
110,,1664,,0.023773588240146637
110,,1664,0.01721099391579628,
,7.939132368836218e-05,1665,,
111,,1679,0.016761358827352524,
,8.345818466491112e-05,1680,,
112,,1694,0.01685413531959057,
,8.715852554974228e-05,1695,,
113,,1709,,0.025302192196249962
113,,1709,0.01628228835761547,
,9.045180463377547e-05,1710,,
114,,1724,0.01643749698996544,
,9.3301940062203e-05,1725,,
115,,1739,0.01579534262418747,
,9.567770515484184e-05,1740,,
116,,1754,,0.024184364825487137
116,,1754,0.0165157001465559,
,9.755307053217619e-05,1755,,
117,,1769,0.01662970520555973,
,9.89074892986866e-05,1770,,
118,,1784,0.01616581343114376,
,9.97261221589368e-05,1785,,
119,,1799,,0.02026248537003994
119,,1799,0.01581748016178608,
,9.999999999999999e-05,1800,,
120,,1814,0.01543100830167532,
,9.972612215893682e-05,1815,,
121,,1829,0.016131270676851273,
,9.890748929868662e-05,1830,,
122,,1844,,0.027940114960074425
122,,1844,0.015529964119195938,
,9.75530705321762e-05,1845,,
123,,1859,0.01612449437379837,
,9.567770515484187e-05,1860,,
124,,1874,0.015690816566348076,
,9.330194006220304e-05,1875,,
125,,1889,,0.022581063210964203
125,,1889,0.015739060938358307,
,9.045180463377551e-05,1890,,
126,,1904,0.015340873040258884,
,8.715852554974231e-05,1905,,
127,,1919,0.015471108257770538,
,8.345818466491116e-05,1920,,
128,,1934,,0.02248469926416874
128,,1934,0.015106664970517159,
,7.93913236883622e-05,1935,,
129,,1949,0.01521854568272829,
,7.500250000000006e-05,1950,,
130,,1964,0.014963612891733646,
,7.03397984705746e-05,1965,,
131,,1979,,0.022570643573999405
131,,1979,0.015447651967406273,
,6.545430463377552e-05,1980,,
132,,1994,0.014798593707382679,
,6.039954498243388e-05,1995,,
133,,2009,0.014754001051187515,
,5.52309005210664e-05,2010,,
134,,2024,,0.02223857119679451
134,,2024,0.01452884916216135,
,5.000500000000003e-05,2025,,
135,,2039,0.01519894041121006,
,4.477909947893366e-05,2040,,
136,,2054,0.01460698340088129,
,3.9610455017566094e-05,2055,,
137,,2069,,0.02142922952771187
137,,2069,0.014616341330111027,
,3.455569536622453e-05,2070,,
138,,2084,0.014451602473855019,
,2.9670201529425376e-05,2085,,
139,,2099,0.014417918398976326,
,2.500750000000005e-05,2100,,
140,,2114,,0.024453606456518173
140,,2114,0.015001668594777584,
,2.0618676311637828e-05,2115,,
141,,2129,0.01485569216310978,
,1.6551815335088884e-05,2130,,
142,,2144,0.014766178093850613,
,1.2851474450257652e-05,2145,,
143,,2159,,0.020609892904758453
143,,2159,0.014575185254216194,
,9.55819536622452e-06,2160,,
144,,2174,0.014723775908350945,
,6.708059937797037e-06,2175,,
145,,2189,0.014312689192593098,
,4.332294845158192e-06,2190,,
146,,2204,,0.02262444794178009
146,,2204,0.014556712470948696,
,2.4569294678238043e-06,2205,,
147,,2219,0.01422143168747425,
,1.1025107013133844e-06,2220,,
148,,2234,0.01470904890447855,
,2.838778410631824e-07,2235,,
149,,2249,,0.019340019673109055
149,,2249,0.014433074742555618,
,1e-08,2250,,
150,,2264,0.014722216874361038,
,2.8387784106317693e-07,2265,,
151,,2279,0.014445464126765728,
,1.1025107013134179e-06,2280,,
152,,2294,,0.02179240621626377
152,,2294,0.014323566108942032,
,2.4569294678239153e-06,2295,,
153,,2309,0.014372755773365498,
,4.332294845158307e-06,2310,,
154,,2324,0.014831310138106346,
,6.708059937797232e-06,2325,,
155,,2339,,0.020463192835450172
155,,2339,0.014793094247579575,
,9.558195366224875e-06,2340,,
156,,2354,0.014619268476963043,
